Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,Date,Game_Name
September 2021,51139.69,1233.49,+2.47%,111554,https://steamcharts.com/app/359550,2021-09-01,Tom Clancy's Rainbow Six Seige
August 2021,49906.20,-3567.82,-6.67%,93643,https://steamcharts.com/app/359550,2021-08-01,Tom Clancy's Rainbow Six Seige
July 2021,53474.02,-1486.63,-2.70%,89513,https://steamcharts.com/app/359550,2021-07-01,Tom Clancy's Rainbow Six Seige
June 2021,54960.64,-3313.42,-5.69%,100214,https://steamcharts.com/app/359550,2021-06-01,Tom Clancy's Rainbow Six Seige
May 2021,58274.07,-16342.34,-21.90%,108281,https://steamcharts.com/app/359550,2021-05-01,Tom Clancy's Rainbow Six Seige
April 2021,74616.41,-10540.80,-12.38%,142422,https://steamcharts.com/app/359550,2021-04-01,Tom Clancy's Rainbow Six Seige
March 2021,85157.21,12774.45,+17.65%,199830,https://steamcharts.com/app/359550,2021-03-01,Tom Clancy's Rainbow Six Seige
February 2021,72382.76,-5334.66,-6.86%,113338,https://steamcharts.com/app/359550,2021-02-01,Tom Clancy's Rainbow Six Seige
January 2021,77717.42,6995.92,+9.89%,123637,https://steamcharts.com/app/359550,2021-01-01,Tom Clancy's Rainbow Six Seige
December 2020,70721.50,15414.04,+27.87%,123374,https://steamcharts.com/app/359550,2020-12-01,Tom Clancy's Rainbow Six Seige
November 2020,55307.46,-7648.75,-12.15%,94968,https://steamcharts.com/app/359550,2020-11-01,Tom Clancy's Rainbow Six Seige
October 2020,62956.21,-12587.13,-16.66%,114281,https://steamcharts.com/app/359550,2020-10-01,Tom Clancy's Rainbow Six Seige
September 2020,75543.34,7338.09,+10.76%,163478,https://steamcharts.com/app/359550,2020-09-01,Tom Clancy's Rainbow Six Seige
August 2020,68205.26,-8073.94,-10.58%,127249,https://steamcharts.com/app/359550,2020-08-01,Tom Clancy's Rainbow Six Seige
July 2020,76279.20,6078.69,+8.66%,122438,https://steamcharts.com/app/359550,2020-07-01,Tom Clancy's Rainbow Six Seige
June 2020,70200.51,-9898.80,-12.36%,126733,https://steamcharts.com/app/359550,2020-06-01,Tom Clancy's Rainbow Six Seige
May 2020,80099.30,-28415.26,-26.19%,146359,https://steamcharts.com/app/359550,2020-05-01,Tom Clancy's Rainbow Six Seige
April 2020,108514.57,-11363.31,-9.48%,194102,https://steamcharts.com/app/359550,2020-04-01,Tom Clancy's Rainbow Six Seige
March 2020,119877.88,22210.54,+22.74%,198567,https://steamcharts.com/app/359550,2020-03-01,Tom Clancy's Rainbow Six Seige
February 2020,97667.34,3481.55,+3.70%,178824,https://steamcharts.com/app/359550,2020-02-01,Tom Clancy's Rainbow Six Seige
January 2020,94185.78,15957.06,+20.40%,157948,https://steamcharts.com/app/359550,2020-01-01,Tom Clancy's Rainbow Six Seige
December 2019,78228.73,11729.45,+17.64%,138681,https://steamcharts.com/app/359550,2019-12-01,Tom Clancy's Rainbow Six Seige
November 2019,66499.28,866.80,+1.32%,123848,https://steamcharts.com/app/359550,2019-11-01,Tom Clancy's Rainbow Six Seige
October 2019,65632.48,-12290.28,-15.77%,125590,https://steamcharts.com/app/359550,2019-10-01,Tom Clancy's Rainbow Six Seige
September 2019,77922.76,3966.48,+5.36%,148365,https://steamcharts.com/app/359550,2019-09-01,Tom Clancy's Rainbow Six Seige
August 2019,73956.28,-3454.79,-4.46%,138827,https://steamcharts.com/app/359550,2019-08-01,Tom Clancy's Rainbow Six Seige
July 2019,77411.07,-648.27,-0.83%,128458,https://steamcharts.com/app/359550,2019-07-01,Tom Clancy's Rainbow Six Seige
June 2019,78059.34,18887.25,+31.92%,140274,https://steamcharts.com/app/359550,2019-06-01,Tom Clancy's Rainbow Six Seige
May 2019,59172.09,-2179.37,-3.55%,115381,https://steamcharts.com/app/359550,2019-05-01,Tom Clancy's Rainbow Six Seige
April 2019,61351.45,-8236.56,-11.84%,124989,https://steamcharts.com/app/359550,2019-04-01,Tom Clancy's Rainbow Six Seige
March 2019,69588.02,-3409.64,-4.67%,134776,https://steamcharts.com/app/359550,2019-03-01,Tom Clancy's Rainbow Six Seige
February 2019,72997.66,-6178.10,-7.80%,136018,https://steamcharts.com/app/359550,2019-02-01,Tom Clancy's Rainbow Six Seige
January 2019,79175.76,8310.43,+11.73%,137434,https://steamcharts.com/app/359550,2019-01-01,Tom Clancy's Rainbow Six Seige
December 2018,70865.32,12962.39,+22.39%,129558,https://steamcharts.com/app/359550,2018-12-01,Tom Clancy's Rainbow Six Seige
November 2018,57902.93,-4525.71,-7.25%,115820,https://steamcharts.com/app/359550,2018-11-01,Tom Clancy's Rainbow Six Seige
October 2018,62428.64,-11248.23,-15.27%,123794,https://steamcharts.com/app/359550,2018-10-01,Tom Clancy's Rainbow Six Seige
September 2018,73676.87,-139.52,-0.19%,143866,https://steamcharts.com/app/359550,2018-09-01,Tom Clancy's Rainbow Six Seige
August 2018,73816.38,5575.38,+8.17%,134159,https://steamcharts.com/app/359550,2018-08-01,Tom Clancy's Rainbow Six Seige
July 2018,68241.00,1864.20,+2.81%,116054,https://steamcharts.com/app/359550,2018-07-01,Tom Clancy's Rainbow Six Seige
June 2018,66376.81,3283.99,+5.21%,141630,https://steamcharts.com/app/359550,2018-06-01,Tom Clancy's Rainbow Six Seige
May 2018,63092.81,-1170.62,-1.82%,142362,https://steamcharts.com/app/359550,2018-05-01,Tom Clancy's Rainbow Six Seige
April 2018,64263.44,-18848.85,-22.68%,124813,https://steamcharts.com/app/359550,2018-04-01,Tom Clancy's Rainbow Six Seige
March 2018,83112.29,14316.05,+20.81%,176208,https://steamcharts.com/app/359550,2018-03-01,Tom Clancy's Rainbow Six Seige
February 2018,68796.24,5321.42,+8.38%,125133,https://steamcharts.com/app/359550,2018-02-01,Tom Clancy's Rainbow Six Seige
January 2018,63474.82,4063.16,+6.84%,109103,https://steamcharts.com/app/359550,2018-01-01,Tom Clancy's Rainbow Six Seige
December 2017,59411.66,17927.99,+43.22%,100433,https://steamcharts.com/app/359550,2017-12-01,Tom Clancy's Rainbow Six Seige
November 2017,41483.67,9864.86,+31.20%,99110,https://steamcharts.com/app/359550,2017-11-01,Tom Clancy's Rainbow Six Seige
October 2017,31618.81,-4830.06,-13.25%,59895,https://steamcharts.com/app/359550,2017-10-01,Tom Clancy's Rainbow Six Seige
September 2017,36448.87,2525.69,+7.45%,69988,https://steamcharts.com/app/359550,2017-09-01,Tom Clancy's Rainbow Six Seige
August 2017,33923.18,5544.54,+19.54%,73641,https://steamcharts.com/app/359550,2017-08-01,Tom Clancy's Rainbow Six Seige
July 2017,28378.64,4294.92,+17.83%,47328,https://steamcharts.com/app/359550,2017-07-01,Tom Clancy's Rainbow Six Seige
June 2017,24083.72,279.65,+1.17%,43057,https://steamcharts.com/app/359550,2017-06-01,Tom Clancy's Rainbow Six Seige
May 2017,23804.07,-1171.88,-4.69%,43606,https://steamcharts.com/app/359550,2017-05-01,Tom Clancy's Rainbow Six Seige
April 2017,24975.95,-1103.68,-4.23%,47040,https://steamcharts.com/app/359550,2017-04-01,Tom Clancy's Rainbow Six Seige
March 2017,26079.63,-4488.63,-14.68%,47994,https://steamcharts.com/app/359550,2017-03-01,Tom Clancy's Rainbow Six Seige
February 2017,30568.27,9861.56,+47.62%,65189,https://steamcharts.com/app/359550,2017-02-01,Tom Clancy's Rainbow Six Seige
January 2017,20706.70,3529.83,+20.55%,34616,https://steamcharts.com/app/359550,2017-01-01,Tom Clancy's Rainbow Six Seige
December 2016,17176.87,1821.38,+11.86%,30859,https://steamcharts.com/app/359550,2016-12-01,Tom Clancy's Rainbow Six Seige
November 2016,15355.49,4763.56,+44.97%,42265,https://steamcharts.com/app/359550,2016-11-01,Tom Clancy's Rainbow Six Seige
October 2016,10591.93,180.24,+1.73%,19467,https://steamcharts.com/app/359550,2016-10-01,Tom Clancy's Rainbow Six Seige
September 2016,10411.69,-3559.54,-25.48%,18099,https://steamcharts.com/app/359550,2016-09-01,Tom Clancy's Rainbow Six Seige
August 2016,13971.23,3116.99,+28.72%,32084,https://steamcharts.com/app/359550,2016-08-01,Tom Clancy's Rainbow Six Seige
July 2016,10854.23,1851.49,+20.57%,39382,https://steamcharts.com/app/359550,2016-07-01,Tom Clancy's Rainbow Six Seige
June 2016,9002.74,1933.04,+27.34%,15295,https://steamcharts.com/app/359550,2016-06-01,Tom Clancy's Rainbow Six Seige
May 2016,7069.70,-573.86,-7.51%,14447,https://steamcharts.com/app/359550,2016-05-01,Tom Clancy's Rainbow Six Seige
April 2016,7643.56,1518.10,+24.78%,29170,https://steamcharts.com/app/359550,2016-04-01,Tom Clancy's Rainbow Six Seige
March 2016,6125.46,-3138.02,-33.88%,11234,https://steamcharts.com/app/359550,2016-03-01,Tom Clancy's Rainbow Six Seige
February 2016,9263.47,-980.81,-9.57%,16044,https://steamcharts.com/app/359550,2016-02-01,Tom Clancy's Rainbow Six Seige
January 2016,10244.29,2302.84,+29.00%,20006,https://steamcharts.com/app/359550,2016-01-01,Tom Clancy's Rainbow Six Seige
December 2015,7941.45,,,18130,https://steamcharts.com/app/359550,2015-12-01,Tom Clancy's Rainbow Six Seige
September 2021,44196.05,-4492.35,-9.23%,73590,https://steamcharts.com/app/1263850,2021-09-01,Football Manager 2021 
August 2021,48688.40,2079.12,+4.46%,76226,https://steamcharts.com/app/1263850,2021-08-01,Football Manager 2021 
July 2021,46609.28,2065.00,+4.64%,74698,https://steamcharts.com/app/1263850,2021-07-01,Football Manager 2021 
June 2021,44544.28,-793.62,-1.75%,72023,https://steamcharts.com/app/1263850,2021-06-01,Football Manager 2021 
May 2021,45337.90,-1440.30,-3.08%,74675,https://steamcharts.com/app/1263850,2021-05-01,Football Manager 2021 
April 2021,46778.20,-2355.79,-4.79%,80787,https://steamcharts.com/app/1263850,2021-04-01,Football Manager 2021 
March 2021,49133.99,-4438.39,-8.28%,81527,https://steamcharts.com/app/1263850,2021-03-01,Football Manager 2021 
February 2021,53572.39,-2410.35,-4.31%,91247,https://steamcharts.com/app/1263850,2021-02-01,Football Manager 2021 
January 2021,55982.74,4415.95,+8.56%,93775,https://steamcharts.com/app/1263850,2021-01-01,Football Manager 2021 
December 2020,51566.79,12906.94,+33.39%,89937,https://steamcharts.com/app/1263850,2020-12-01,Football Manager 2021 
November 2020,38659.84,,,84149,https://steamcharts.com/app/1263850,2020-11-01,Football Manager 2021 
September 2021,29239.24,-574.96,-1.93%,45922,https://steamcharts.com/app/218620,2021-09-01,PAYDAY 2
August 2021,29814.20,377.61,+1.28%,52717,https://steamcharts.com/app/218620,2021-08-01,PAYDAY 2
July 2021,29436.59,-2168.46,-6.86%,55910,https://steamcharts.com/app/218620,2021-07-01,PAYDAY 2
June 2021,31605.04,-3159.22,-9.09%,54149,https://steamcharts.com/app/218620,2021-06-01,PAYDAY 2
May 2021,34764.26,3520.43,+11.27%,57332,https://steamcharts.com/app/218620,2021-05-01,PAYDAY 2
April 2021,31243.83,6676.38,+27.18%,53849,https://steamcharts.com/app/218620,2021-04-01,PAYDAY 2
March 2021,24567.44,-1597.38,-6.11%,34707,https://steamcharts.com/app/218620,2021-03-01,PAYDAY 2
February 2021,26164.82,-3036.36,-10.40%,44327,https://steamcharts.com/app/218620,2021-02-01,PAYDAY 2
January 2021,29201.19,-841.71,-2.80%,54841,https://steamcharts.com/app/218620,2021-01-01,PAYDAY 2
December 2020,30042.90,-1956.74,-6.11%,56740,https://steamcharts.com/app/218620,2020-12-01,PAYDAY 2
November 2020,31999.64,2252.70,+7.57%,57837,https://steamcharts.com/app/218620,2020-11-01,PAYDAY 2
October 2020,29746.94,1251.17,+4.39%,54123,https://steamcharts.com/app/218620,2020-10-01,PAYDAY 2
September 2020,28495.77,-3223.18,-10.16%,45610,https://steamcharts.com/app/218620,2020-09-01,PAYDAY 2
August 2020,31718.94,1069.12,+3.49%,46799,https://steamcharts.com/app/218620,2020-08-01,PAYDAY 2
July 2020,30649.83,1251.36,+4.26%,48473,https://steamcharts.com/app/218620,2020-07-01,PAYDAY 2
June 2020,29398.47,-5939.69,-16.81%,56703,https://steamcharts.com/app/218620,2020-06-01,PAYDAY 2
May 2020,35338.15,10018.62,+39.57%,61728,https://steamcharts.com/app/218620,2020-05-01,PAYDAY 2
April 2020,25319.54,4291.60,+20.41%,39419,https://steamcharts.com/app/218620,2020-04-01,PAYDAY 2
March 2020,21027.94,2472.53,+13.33%,36273,https://steamcharts.com/app/218620,2020-03-01,PAYDAY 2
February 2020,18555.42,-1738.67,-8.57%,31830,https://steamcharts.com/app/218620,2020-02-01,PAYDAY 2
January 2020,20294.08,-3999.36,-16.46%,39376,https://steamcharts.com/app/218620,2020-01-01,PAYDAY 2
December 2019,24293.44,-4227.38,-14.82%,37817,https://steamcharts.com/app/218620,2019-12-01,PAYDAY 2
November 2019,28520.82,17154.53,+150.92%,56187,https://steamcharts.com/app/218620,2019-11-01,PAYDAY 2
October 2019,11366.29,1832.86,+19.23%,27181,https://steamcharts.com/app/218620,2019-10-01,PAYDAY 2
September 2019,9533.44,-1458.47,-13.27%,15128,https://steamcharts.com/app/218620,2019-09-01,PAYDAY 2
August 2019,10991.91,-3428.34,-23.77%,17440,https://steamcharts.com/app/218620,2019-08-01,PAYDAY 2
July 2019,14420.25,4764.16,+49.34%,23207,https://steamcharts.com/app/218620,2019-07-01,PAYDAY 2
June 2019,9656.10,366.31,+3.94%,18877,https://steamcharts.com/app/218620,2019-06-01,PAYDAY 2
May 2019,9289.78,1366.54,+17.25%,21198,https://steamcharts.com/app/218620,2019-05-01,PAYDAY 2
April 2019,7923.24,229.12,+2.98%,13599,https://steamcharts.com/app/218620,2019-04-01,PAYDAY 2
March 2019,7694.13,-850.54,-9.95%,12873,https://steamcharts.com/app/218620,2019-03-01,PAYDAY 2
February 2019,8544.67,-1012.03,-10.59%,14436,https://steamcharts.com/app/218620,2019-02-01,PAYDAY 2
January 2019,9556.70,-4353.67,-31.30%,15172,https://steamcharts.com/app/218620,2019-01-01,PAYDAY 2
December 2018,13910.37,-605.16,-4.17%,22339,https://steamcharts.com/app/218620,2018-12-01,PAYDAY 2
November 2018,14515.53,1952.46,+15.54%,24849,https://steamcharts.com/app/218620,2018-11-01,PAYDAY 2
October 2018,12563.07,164.34,+1.33%,21503,https://steamcharts.com/app/218620,2018-10-01,PAYDAY 2
September 2018,12398.73,-3615.84,-22.58%,20667,https://steamcharts.com/app/218620,2018-09-01,PAYDAY 2
August 2018,16014.57,-7860.96,-32.92%,23537,https://steamcharts.com/app/218620,2018-08-01,PAYDAY 2
July 2018,23875.53,-2004.75,-7.75%,38734,https://steamcharts.com/app/218620,2018-07-01,PAYDAY 2
June 2018,25880.28,-1088.76,-4.04%,40947,https://steamcharts.com/app/218620,2018-06-01,PAYDAY 2
May 2018,26969.03,-1520.79,-5.34%,48832,https://steamcharts.com/app/218620,2018-05-01,PAYDAY 2
April 2018,28489.83,-3312.81,-10.42%,90893,https://steamcharts.com/app/218620,2018-04-01,PAYDAY 2
March 2018,31802.64,-1231.99,-3.73%,58940,https://steamcharts.com/app/218620,2018-03-01,PAYDAY 2
February 2018,33034.63,223.72,+0.68%,51694,https://steamcharts.com/app/218620,2018-02-01,PAYDAY 2
January 2018,32810.90,-3975.21,-10.81%,55630,https://steamcharts.com/app/218620,2018-01-01,PAYDAY 2
December 2017,36786.11,-266.15,-0.72%,57345,https://steamcharts.com/app/218620,2017-12-01,PAYDAY 2
November 2017,37052.26,-6166.42,-14.27%,57822,https://steamcharts.com/app/218620,2017-11-01,PAYDAY 2
October 2017,43218.68,6848.68,+18.83%,92426,https://steamcharts.com/app/218620,2017-10-01,PAYDAY 2
September 2017,36370.00,-5215.08,-12.54%,56590,https://steamcharts.com/app/218620,2017-09-01,PAYDAY 2
August 2017,41585.08,-13541.32,-24.56%,62561,https://steamcharts.com/app/218620,2017-08-01,PAYDAY 2
July 2017,55126.40,-25653.48,-31.76%,99900,https://steamcharts.com/app/218620,2017-07-01,PAYDAY 2
June 2017,80779.88,71820.89,+801.66%,247628,https://steamcharts.com/app/218620,2017-06-01,PAYDAY 2
May 2017,8958.99,-7246.81,-44.72%,16274,https://steamcharts.com/app/218620,2017-05-01,PAYDAY 2
April 2017,16205.80,9041.22,+126.19%,52906,https://steamcharts.com/app/218620,2017-04-01,PAYDAY 2
March 2017,7164.58,-3621.90,-33.58%,13400,https://steamcharts.com/app/218620,2017-03-01,PAYDAY 2
February 2017,10786.49,974.18,+9.93%,26869,https://steamcharts.com/app/218620,2017-02-01,PAYDAY 2
January 2017,9812.31,154.22,+1.60%,20706,https://steamcharts.com/app/218620,2017-01-01,PAYDAY 2
December 2016,9658.08,-970.90,-9.13%,20295,https://steamcharts.com/app/218620,2016-12-01,PAYDAY 2
November 2016,10628.98,-3914.51,-26.92%,25703,https://steamcharts.com/app/218620,2016-11-01,PAYDAY 2
October 2016,14543.49,6702.36,+85.48%,41053,https://steamcharts.com/app/218620,2016-10-01,PAYDAY 2
September 2016,7841.13,-522.42,-6.25%,20667,https://steamcharts.com/app/218620,2016-09-01,PAYDAY 2
August 2016,8363.55,-6136.75,-42.32%,13300,https://steamcharts.com/app/218620,2016-08-01,PAYDAY 2
July 2016,14500.30,-352.05,-2.37%,34862,https://steamcharts.com/app/218620,2016-07-01,PAYDAY 2
June 2016,14852.36,7765.67,+109.58%,43415,https://steamcharts.com/app/218620,2016-06-01,PAYDAY 2
May 2016,7086.68,-4110.22,-36.71%,14320,https://steamcharts.com/app/218620,2016-05-01,PAYDAY 2
April 2016,11196.90,-459.16,-3.94%,31146,https://steamcharts.com/app/218620,2016-04-01,PAYDAY 2
March 2016,11656.06,284.74,+2.50%,39426,https://steamcharts.com/app/218620,2016-03-01,PAYDAY 2
February 2016,11371.32,-4476.37,-28.25%,25887,https://steamcharts.com/app/218620,2016-02-01,PAYDAY 2
January 2016,15847.69,2758.37,+21.07%,32383,https://steamcharts.com/app/218620,2016-01-01,PAYDAY 2
December 2015,13089.32,-571.28,-4.18%,28093,https://steamcharts.com/app/218620,2015-12-01,PAYDAY 2
November 2015,13660.61,-3386.00,-19.86%,39452,https://steamcharts.com/app/218620,2015-11-01,PAYDAY 2
October 2015,17046.60,5148.50,+43.27%,52376,https://steamcharts.com/app/218620,2015-10-01,PAYDAY 2
September 2015,11898.11,-4551.91,-27.67%,24367,https://steamcharts.com/app/218620,2015-09-01,PAYDAY 2
August 2015,16450.02,4131.55,+33.54%,63535,https://steamcharts.com/app/218620,2015-08-01,PAYDAY 2
July 2015,12318.47,-1354.94,-9.91%,21018,https://steamcharts.com/app/218620,2015-07-01,PAYDAY 2
June 2015,13673.41,5794.04,+73.53%,33870,https://steamcharts.com/app/218620,2015-06-01,PAYDAY 2
May 2015,7879.36,-3638.94,-31.59%,13968,https://steamcharts.com/app/218620,2015-05-01,PAYDAY 2
April 2015,11518.30,-15512.93,-57.39%,27669,https://steamcharts.com/app/218620,2015-04-01,PAYDAY 2
March 2015,27031.23,18233.41,+207.25%,81105,https://steamcharts.com/app/218620,2015-03-01,PAYDAY 2
February 2015,8797.82,-5376.90,-37.93%,15942,https://steamcharts.com/app/218620,2015-02-01,PAYDAY 2
January 2015,14174.72,-1738.42,-10.92%,32516,https://steamcharts.com/app/218620,2015-01-01,PAYDAY 2
December 2014,15913.14,-3874.48,-19.58%,30874,https://steamcharts.com/app/218620,2014-12-01,PAYDAY 2
November 2014,19787.63,-2978.44,-13.08%,59664,https://steamcharts.com/app/218620,2014-11-01,PAYDAY 2
October 2014,22766.07,12909.54,+130.97%,72242,https://steamcharts.com/app/218620,2014-10-01,PAYDAY 2
September 2014,9856.53,-3721.72,-27.41%,20422,https://steamcharts.com/app/218620,2014-09-01,PAYDAY 2
August 2014,13578.25,-10137.08,-42.74%,24444,https://steamcharts.com/app/218620,2014-08-01,PAYDAY 2
July 2014,23715.34,3920.25,+19.80%,57166,https://steamcharts.com/app/218620,2014-07-01,PAYDAY 2
June 2014,19795.08,13524.21,+215.67%,63749,https://steamcharts.com/app/218620,2014-06-01,PAYDAY 2
May 2014,6270.88,-1214.67,-16.23%,37936,https://steamcharts.com/app/218620,2014-05-01,PAYDAY 2
April 2014,7485.55,-2486.07,-24.93%,15132,https://steamcharts.com/app/218620,2014-04-01,PAYDAY 2
March 2014,9971.62,5038.07,+102.12%,55122,https://steamcharts.com/app/218620,2014-03-01,PAYDAY 2
February 2014,4933.55,-2157.88,-30.43%,11440,https://steamcharts.com/app/218620,2014-02-01,PAYDAY 2
January 2014,7091.43,-204.69,-2.81%,16595,https://steamcharts.com/app/218620,2014-01-01,PAYDAY 2
December 2013,7296.12,1782.46,+32.33%,16216,https://steamcharts.com/app/218620,2013-12-01,PAYDAY 2
November 2013,5513.66,125.18,+2.32%,15145,https://steamcharts.com/app/218620,2013-11-01,PAYDAY 2
October 2013,5388.48,-5583.66,-50.89%,11033,https://steamcharts.com/app/218620,2013-10-01,PAYDAY 2
September 2013,10972.14,-5678.00,-34.10%,26789,https://steamcharts.com/app/218620,2013-09-01,PAYDAY 2
August 2013,16650.14,16642.65,+222346.32%,57346,https://steamcharts.com/app/218620,2013-08-01,PAYDAY 2
July 2013,7.49,-5.79,-43.61%,29,https://steamcharts.com/app/218620,2013-07-01,PAYDAY 2
June 2013,13.27,5.69,+75.05%,49,https://steamcharts.com/app/218620,2013-06-01,PAYDAY 2
May 2013,7.58,3.58,+89.52%,30,https://steamcharts.com/app/218620,2013-05-01,PAYDAY 2
April 2013,4.00,-0.06,-1.42%,22,https://steamcharts.com/app/218620,2013-04-01,PAYDAY 2
March 2013,4.06,-1.34,-24.83%,24,https://steamcharts.com/app/218620,2013-03-01,PAYDAY 2
February 2013,5.40,3.92,+263.91%,24,https://steamcharts.com/app/218620,2013-02-01,PAYDAY 2
January 2013,1.48,1.48,+Inf%,19,https://steamcharts.com/app/218620,2013-01-01,PAYDAY 2
December 2012,0.00,0.00,+NaN%,0,https://steamcharts.com/app/218620,2012-12-01,PAYDAY 2
November 2012,0.00,0.00,+NaN%,0,https://steamcharts.com/app/218620,2012-11-01,PAYDAY 2
October 2012,0.00,0.00,+NaN%,0,https://steamcharts.com/app/218620,2012-10-01,PAYDAY 2
September 2012,0.00,0.00,+NaN%,0,https://steamcharts.com/app/218620,2012-09-01,PAYDAY 2
August 2012,0.00,,,0,https://steamcharts.com/app/218620,2012-08-01,PAYDAY 2
September 2021,39489.46,-8058.66,-16.95%,66133,https://steamcharts.com/app/346110,2021-09-01,ARK: Survival Evolved
August 2021,47548.12,-8369.54,-14.97%,73618,https://steamcharts.com/app/346110,2021-08-01,ARK: Survival Evolved
July 2021,55917.67,-18758.82,-25.12%,95701,https://steamcharts.com/app/346110,2021-07-01,ARK: Survival Evolved
June 2021,74676.49,29257.48,+64.42%,147475,https://steamcharts.com/app/346110,2021-06-01,ARK: Survival Evolved
May 2021,45419.00,-1259.07,-2.70%,84679,https://steamcharts.com/app/346110,2021-05-01,ARK: Survival Evolved
April 2021,46678.07,-2642.30,-5.36%,73572,https://steamcharts.com/app/346110,2021-04-01,ARK: Survival Evolved
March 2021,49320.37,-12465.20,-20.17%,76387,https://steamcharts.com/app/346110,2021-03-01,ARK: Survival Evolved
February 2021,61785.58,-1374.48,-2.18%,98637,https://steamcharts.com/app/346110,2021-02-01,ARK: Survival Evolved
January 2021,63160.05,6836.00,+12.14%,92006,https://steamcharts.com/app/346110,2021-01-01,ARK: Survival Evolved
December 2020,56324.05,-101.54,-0.18%,86471,https://steamcharts.com/app/346110,2020-12-01,ARK: Survival Evolved
November 2020,56425.60,14665.60,+35.12%,98433,https://steamcharts.com/app/346110,2020-11-01,ARK: Survival Evolved
October 2020,41760.00,-3480.49,-7.69%,71828,https://steamcharts.com/app/346110,2020-10-01,ARK: Survival Evolved
September 2020,45240.48,-2530.12,-5.30%,73081,https://steamcharts.com/app/346110,2020-09-01,ARK: Survival Evolved
August 2020,47770.61,-9393.38,-16.43%,75208,https://steamcharts.com/app/346110,2020-08-01,ARK: Survival Evolved
July 2020,57163.99,-2271.72,-3.82%,90664,https://steamcharts.com/app/346110,2020-07-01,ARK: Survival Evolved
June 2020,59435.70,-1482.37,-2.43%,97813,https://steamcharts.com/app/346110,2020-06-01,ARK: Survival Evolved
May 2020,60918.07,-21173.18,-25.79%,101631,https://steamcharts.com/app/346110,2020-05-01,ARK: Survival Evolved
April 2020,82091.26,-5647.44,-6.44%,125636,https://steamcharts.com/app/346110,2020-04-01,ARK: Survival Evolved
March 2020,87738.70,34344.52,+64.32%,157355,https://steamcharts.com/app/346110,2020-03-01,ARK: Survival Evolved
February 2020,53394.18,7738.33,+16.95%,138648,https://steamcharts.com/app/346110,2020-02-01,ARK: Survival Evolved
January 2020,45655.85,5182.54,+12.80%,74200,https://steamcharts.com/app/346110,2020-01-01,ARK: Survival Evolved
December 2019,40473.32,4289.58,+11.86%,66043,https://steamcharts.com/app/346110,2019-12-01,ARK: Survival Evolved
November 2019,36183.73,4927.50,+15.76%,62857,https://steamcharts.com/app/346110,2019-11-01,ARK: Survival Evolved
October 2019,31256.23,-2954.59,-8.64%,54069,https://steamcharts.com/app/346110,2019-10-01,ARK: Survival Evolved
September 2019,34210.82,-8935.94,-20.71%,56829,https://steamcharts.com/app/346110,2019-09-01,ARK: Survival Evolved
August 2019,43146.76,-4295.79,-9.05%,70047,https://steamcharts.com/app/346110,2019-08-01,ARK: Survival Evolved
July 2019,47442.55,3910.53,+8.98%,75524,https://steamcharts.com/app/346110,2019-07-01,ARK: Survival Evolved
June 2019,43532.02,10307.92,+31.03%,83446,https://steamcharts.com/app/346110,2019-06-01,ARK: Survival Evolved
May 2019,33224.10,596.22,+1.83%,55915,https://steamcharts.com/app/346110,2019-05-01,ARK: Survival Evolved
April 2019,32627.89,-919.06,-2.74%,54895,https://steamcharts.com/app/346110,2019-04-01,ARK: Survival Evolved
March 2019,33546.95,1100.23,+3.39%,56169,https://steamcharts.com/app/346110,2019-03-01,ARK: Survival Evolved
February 2019,32446.72,-3730.98,-10.31%,52697,https://steamcharts.com/app/346110,2019-02-01,ARK: Survival Evolved
January 2019,36177.70,-6814.44,-15.85%,58388,https://steamcharts.com/app/346110,2019-01-01,ARK: Survival Evolved
December 2018,42992.14,-8913.91,-17.17%,76351,https://steamcharts.com/app/346110,2018-12-01,ARK: Survival Evolved
November 2018,51906.05,22568.43,+76.93%,106170,https://steamcharts.com/app/346110,2018-11-01,ARK: Survival Evolved
October 2018,29337.62,1049.43,+3.71%,49049,https://steamcharts.com/app/346110,2018-10-01,ARK: Survival Evolved
September 2018,28288.19,-4209.24,-12.95%,49072,https://steamcharts.com/app/346110,2018-09-01,ARK: Survival Evolved
August 2018,32497.43,-12562.77,-27.88%,50789,https://steamcharts.com/app/346110,2018-08-01,ARK: Survival Evolved
July 2018,45060.20,3265.71,+7.81%,70823,https://steamcharts.com/app/346110,2018-07-01,ARK: Survival Evolved
June 2018,41794.49,10390.15,+33.09%,79451,https://steamcharts.com/app/346110,2018-06-01,ARK: Survival Evolved
May 2018,31404.34,-3013.94,-8.76%,50021,https://steamcharts.com/app/346110,2018-05-01,ARK: Survival Evolved
April 2018,34418.28,-3890.87,-10.16%,58344,https://steamcharts.com/app/346110,2018-04-01,ARK: Survival Evolved
March 2018,38309.15,-3646.82,-8.69%,64647,https://steamcharts.com/app/346110,2018-03-01,ARK: Survival Evolved
February 2018,41955.97,-7062.10,-14.41%,71259,https://steamcharts.com/app/346110,2018-02-01,ARK: Survival Evolved
January 2018,49018.06,2544.78,+5.48%,86640,https://steamcharts.com/app/346110,2018-01-01,ARK: Survival Evolved
December 2017,46473.28,12335.49,+36.13%,85894,https://steamcharts.com/app/346110,2017-12-01,ARK: Survival Evolved
