uid,visit_date,utm_source,utm_medium,utm_campaign,converted,cost_of_click
nrtmgl,2022-02-12,twitter,cpm,summer_sale,False,0.28
zogef4,2022-03-17,facebook,cpc,holiday_season,False,0.17
6hcill,2022-01-12,google,cpm,back_to_school,False,1.22
2x93oh,2022-08-04,twitter,email,holiday_season,False,0.4
v3vlxd,2022-08-07,facebook,email,holiday_season,True,1.59
8r8jsc,2022-04-03,twitter,cpm,back_to_school,False,2.5
dv8bbl,2022-10-15,google,cpc,holiday_season,False,0.94
mc9brz,2022-02-19,google,cpc,summer_sale,True,1.54
aixhaj,2022-08-27,facebook,cpc,holiday_season,False,2.22
x82720,2022-04-09,google,email,summer_sale,False,2.21
jakxvt,2022-11-23,twitter,cpm,summer_sale,False,2.45
q3lh21,2022-03-03,facebook,email,back_to_school,False,0.35
61kos2,2022-01-21,facebook,cpc,summer_sale,False,1.55
ec0146,2022-10-27,facebook,cpm,summer_sale,False,0.52
t1eb80,2022-12-03,twitter,cpc,back_to_school,False,0.11
jctlg3,2022-08-16,google,cpc,back_to_school,False,2.36
bwmb7w,2022-12-05,facebook,cpm,summer_sale,False,0.19
t9kccp,2022-11-05,twitter,cpc,summer_sale,False,0.11
m83mus,2022-03-08,google,cpm,summer_sale,False,1.63
nhpvze,2022-09-01,google,cpm,back_to_school,False,1.26
ul54qm,2022-01-22,twitter,cpm,summer_sale,False,0.89
scgnpd,2022-05-27,twitter,cpm,summer_sale,False,0.35
ufs5jn,2022-09-22,facebook,email,holiday_season,False,0.4
9ssa1p,2022-06-28,facebook,email,holiday_season,False,2.27
ny69dw,2022-07-21,facebook,email,summer_sale,False,2.43
fy308r,2022-06-10,facebook,cpm,holiday_season,False,1.15
wtrbs6,2022-11-04,google,cpc,summer_sale,False,1.1
qhlsbf,2022-06-22,google,cpc,holiday_season,False,0.48
u45c6v,2022-09-05,facebook,cpc,back_to_school,False,2.15
ixaoj8,2022-07-31,facebook,cpc,holiday_season,False,0.63
fjtnjj,2022-05-19,twitter,cpc,summer_sale,True,0.24
eeg7a5,2022-08-01,twitter,cpm,holiday_season,True,0.75
f8zl77,2022-02-07,twitter,cpc,holiday_season,True,0.47
8fff1d,2022-11-09,facebook,cpc,holiday_season,False,2.09
3x7xfr,2022-11-25,facebook,cpm,back_to_school,False,0.69
b36722,2022-12-10,google,email,holiday_season,False,0.3
6kz8t3,2022-07-28,google,cpc,back_to_school,False,2.06
3afbpt,2022-11-02,google,cpc,summer_sale,False,0.78
7cjjxd,2022-01-20,twitter,email,back_to_school,True,0.07
pzr1g4,2022-06-16,google,cpc,holiday_season,False,1.91
3bd012,2022-10-29,google,cpm,back_to_school,False,0.82
8c5xxt,2022-12-18,twitter,cpc,back_to_school,False,0.08
3j04i5,2022-07-19,facebook,cpc,summer_sale,False,0.04
b3exhn,2022-01-23,google,email,summer_sale,False,1.66
tauecx,2022-07-23,twitter,cpm,summer_sale,False,0.33
ra7roe,2022-11-16,twitter,email,back_to_school,False,0.05
yvdjwz,2022-03-17,twitter,cpc,holiday_season,False,2.2
v7dwg9,2022-12-24,facebook,cpm,back_to_school,False,1.88
opg6dq,2022-04-13,facebook,cpm,summer_sale,False,1.61
es69fm,2022-07-28,twitter,cpm,holiday_season,False,0.09
5zvm08,2022-03-08,google,email,holiday_season,False,0.13
7whixg,2022-11-11,twitter,email,holiday_season,False,1.51
9bm899,2022-06-09,facebook,cpm,summer_sale,False,0.62
n8900x,2022-07-04,twitter,email,summer_sale,False,2.35
z029ap,2022-08-17,twitter,cpc,holiday_season,False,1.47
eoyyeq,2022-07-28,facebook,cpm,summer_sale,False,0.83
w2mbtv,2022-12-26,facebook,cpm,summer_sale,False,2.0
6h9tr2,2022-06-02,google,email,back_to_school,False,1.96
s6am6t,2022-10-27,google,cpm,holiday_season,False,1.89
5ibtoj,2022-08-08,google,cpc,back_to_school,False,1.11
ej20mv,2022-04-25,facebook,cpm,back_to_school,False,2.34
hgxhk3,2022-04-24,twitter,email,summer_sale,False,2.07
mjhozc,2022-06-08,facebook,cpc,holiday_season,False,0.91
44wfjo,2022-01-18,google,cpm,back_to_school,False,0.6
h9paqo,2022-01-14,twitter,cpm,back_to_school,False,0.26
aim1qe,2022-07-24,twitter,cpc,holiday_season,False,2.39
qsu2rz,2022-06-11,twitter,cpc,holiday_season,False,1.9
w79c30,2022-04-13,google,cpc,holiday_season,False,1.39
ixuwgv,2022-11-14,google,email,holiday_season,False,2.26
cfnoop,2022-07-08,google,cpm,back_to_school,False,0.04
a441g1,2022-02-23,facebook,cpc,summer_sale,False,1.51
dcv87l,2022-03-25,google,cpc,back_to_school,False,0.35
4l1dfh,2022-07-03,google,cpm,back_to_school,False,1.23
90iyms,2022-05-11,twitter,email,summer_sale,False,0.64
rfp9vr,2022-04-14,twitter,email,back_to_school,False,0.52
1fb133,2022-04-23,twitter,email,back_to_school,False,0.58
6cn7we,2022-06-30,google,cpm,summer_sale,False,1.06
mnpqq8,2022-09-23,google,cpm,holiday_season,False,1.95
5p8wz5,2022-01-26,facebook,cpc,holiday_season,False,1.62
q2yuoq,2022-07-31,twitter,cpc,back_to_school,False,1.79
scfnkw,2022-09-21,google,email,back_to_school,False,1.52
45pehj,2022-09-28,google,email,back_to_school,False,1.34
zq3h1i,2022-08-22,twitter,cpm,holiday_season,False,1.49
k8e5rf,2022-04-05,facebook,cpc,holiday_season,False,1.03
nf8ziu,2022-06-18,google,cpm,holiday_season,False,1.5
83xxop,2022-12-19,google,cpm,back_to_school,False,1.78
dshe3h,2022-07-05,google,cpm,holiday_season,False,0.21
pidm4f,2022-05-11,google,cpm,back_to_school,False,0.1
eo23f2,2022-03-10,twitter,cpm,back_to_school,False,1.78
92q3b4,2022-10-24,google,email,back_to_school,False,1.84
3zvlge,2022-05-28,google,cpc,holiday_season,True,1.39
mpudnl,2022-09-18,twitter,email,summer_sale,False,2.24
rfcv9k,2022-08-30,facebook,cpc,back_to_school,False,0.74
pkd3r6,2022-05-17,twitter,cpc,holiday_season,True,0.9
4c55qi,2022-11-28,twitter,cpm,summer_sale,False,0.49
qqpxrn,2022-06-16,google,cpm,holiday_season,False,2.38
h6jr08,2022-02-24,google,cpm,holiday_season,False,0.5
jwzpko,2022-07-15,google,cpc,summer_sale,False,2.29
l5ampm,2022-11-03,google,email,summer_sale,False,1.92
j6y03s,2022-08-18,twitter,email,back_to_school,False,1.98
oieqdn,2022-11-01,facebook,email,back_to_school,False,0.15
sdsqup,2022-01-21,facebook,cpm,summer_sale,False,2.07
rz0t58,2022-09-18,google,cpm,holiday_season,True,0.78
7m0cnu,2022-08-30,twitter,cpc,summer_sale,False,1.68
u85r3k,2022-05-23,google,email,holiday_season,False,1.31
os6vac,2022-02-03,google,cpm,back_to_school,False,0.93
mcqy4g,2022-02-05,google,email,summer_sale,True,1.84
gxlvg7,2022-09-18,google,cpm,summer_sale,False,1.19
avpaqd,2022-08-29,google,cpc,back_to_school,False,0.95
ii97ra,2022-05-09,facebook,cpc,summer_sale,False,2.15
v0kyrx,2022-12-07,google,email,summer_sale,False,0.96
oiaqir,2022-03-23,google,cpm,back_to_school,False,1.02
m56ih7,2022-06-28,facebook,cpc,summer_sale,True,1.8
u7xbr9,2022-02-13,google,cpm,back_to_school,False,1.64
hzzbdf,2022-02-13,google,cpc,back_to_school,False,2.37
yv82s9,2022-09-01,twitter,cpm,holiday_season,False,2.13
afroht,2022-01-29,facebook,cpc,back_to_school,False,1.4
yj0fr0,2022-04-29,twitter,cpm,holiday_season,False,1.5
0e815g,2022-03-16,google,email,holiday_season,False,2.46
dwar8y,2022-08-23,twitter,cpc,back_to_school,False,1.15
4w91a4,2022-10-30,google,cpc,back_to_school,False,2.18
cow586,2022-05-09,google,cpm,back_to_school,False,1.65
2oosix,2022-11-28,google,email,back_to_school,False,0.69
nbqjo6,2022-08-08,facebook,cpc,back_to_school,False,2.35
h4k5z7,2022-02-23,facebook,cpc,summer_sale,False,0.02
35naay,2022-09-19,google,email,back_to_school,False,0.74
6tgfl0,2022-02-17,twitter,cpc,summer_sale,False,1.72
0quri0,2022-12-24,facebook,cpm,back_to_school,False,1.09
xq065n,2022-05-29,google,cpc,back_to_school,False,1.91
mad3w6,2022-08-20,facebook,cpm,summer_sale,False,0.08
cjfyaj,2022-03-15,facebook,cpc,summer_sale,False,2.09
qrwotv,2022-09-09,google,cpc,holiday_season,False,1.37
b5zzq8,2022-09-18,facebook,cpm,summer_sale,False,2.14
e3ishn,2022-12-14,google,email,holiday_season,False,0.53
x8d1y9,2022-12-02,twitter,email,back_to_school,False,0.52
jevw2n,2022-04-01,google,cpc,summer_sale,False,1.64
38dofi,2022-11-22,google,cpm,summer_sale,False,0.62
yehrgt,2022-03-01,facebook,cpm,back_to_school,False,0.24
uuyt03,2022-05-28,facebook,email,holiday_season,False,0.2
cudui7,2022-02-16,google,email,holiday_season,False,2.24
t2fapm,2022-01-13,twitter,email,holiday_season,False,0.2
n1rmyp,2022-05-22,twitter,cpc,back_to_school,False,1.85
xc83gy,2022-10-28,twitter,cpc,summer_sale,False,0.4
qlq4ay,2022-03-12,facebook,email,holiday_season,False,2.5
qqvmjg,2022-08-28,google,email,summer_sale,False,1.59
pi8zwk,2022-06-03,twitter,cpc,holiday_season,False,1.39
14gn56,2022-03-27,twitter,cpc,back_to_school,False,0.81
5vpdwi,2022-03-07,twitter,cpc,back_to_school,True,2.1
rlxyyv,2022-03-28,twitter,email,back_to_school,False,2.2
i1x1jb,2022-10-05,twitter,cpm,back_to_school,False,1.07
5ugb90,2022-04-03,twitter,cpc,holiday_season,False,2.27
9v8yda,2022-06-06,twitter,cpc,summer_sale,False,1.54
o87hjo,2022-08-28,twitter,cpm,back_to_school,False,0.96
gwq67p,2022-07-11,twitter,email,back_to_school,False,0.08
lfltia,2022-02-07,twitter,cpc,back_to_school,False,0.37
m2to3q,2022-06-18,facebook,cpc,holiday_season,False,1.39
dnixcb,2022-09-22,google,cpm,summer_sale,False,1.05
84y3o1,2022-09-08,twitter,cpc,back_to_school,False,1.44
d33byx,2022-03-24,twitter,cpc,summer_sale,False,0.7
yn0h8e,2022-04-02,facebook,email,holiday_season,False,0.72
43eg3n,2022-12-16,twitter,email,back_to_school,True,1.91
voydbg,2022-12-27,google,cpm,summer_sale,False,1.85
8zxeky,2022-01-09,google,cpm,summer_sale,False,0.5
m57yv9,2022-05-16,google,cpm,back_to_school,False,1.34
zgtikv,2022-10-28,google,email,summer_sale,False,1.52
ztpq83,2022-09-03,facebook,cpm,back_to_school,False,1.7
oipqu4,2022-04-24,facebook,cpm,back_to_school,False,0.84
h1zigb,2022-10-13,google,email,back_to_school,False,1.71
i4vbw0,2022-04-30,google,cpm,back_to_school,False,0.66
n3hh4x,2022-07-24,facebook,cpc,back_to_school,False,1.92
82ijf2,2022-12-05,google,email,back_to_school,True,0.07
uqjgcw,2022-04-27,google,cpc,summer_sale,False,0.71
smg14c,2022-08-06,google,email,holiday_season,False,1.06
cflb22,2022-07-30,facebook,email,holiday_season,False,1.26
45t9zb,2022-04-09,google,cpc,holiday_season,False,0.89
rsqm5a,2022-02-05,google,cpm,summer_sale,False,2.21
4ldwh0,2022-10-23,google,cpm,back_to_school,False,1.57
l1lz3w,2022-12-17,google,cpc,summer_sale,False,2.47
vd2jmj,2022-09-19,twitter,cpc,back_to_school,False,1.97
79hmny,2022-07-18,twitter,cpc,back_to_school,False,1.92
48r95w,2022-03-11,facebook,email,back_to_school,False,2.04
qabm71,2022-03-02,twitter,cpm,holiday_season,False,1.17
454btp,2022-12-28,twitter,cpm,summer_sale,False,1.86
x5wlpq,2022-01-11,twitter,email,holiday_season,False,2.07
ncenph,2022-07-16,google,cpc,holiday_season,False,0.79
cnah8h,2022-06-07,google,cpc,summer_sale,False,1.18
k8ndve,2022-01-08,twitter,cpc,back_to_school,False,0.36
la5jku,2022-09-08,facebook,cpc,summer_sale,False,0.54
s6ducq,2022-03-23,google,cpc,summer_sale,False,1.1
2fwzg6,2022-06-09,twitter,cpc,holiday_season,False,2.38
mplncu,2022-05-28,google,cpc,back_to_school,False,1.29
1tth1h,2022-08-26,google,email,summer_sale,False,0.7
l5vfdx,2022-06-19,google,email,back_to_school,False,1.68
6phcxp,2022-09-19,twitter,cpc,summer_sale,True,2.34
y442c0,2022-03-20,facebook,email,holiday_season,False,1.34
nejkoj,2022-02-21,facebook,cpm,holiday_season,False,1.71
39b1ya,2022-09-01,google,cpm,holiday_season,False,1.27
zibup1,2022-03-07,google,cpm,holiday_season,False,1.28
n1aldu,2022-05-27,google,cpm,holiday_season,True,1.78
z1cibx,2022-01-27,twitter,cpm,holiday_season,True,1.56
41a8tk,2022-05-06,google,cpc,back_to_school,False,0.78
10s1zc,2022-11-01,google,email,back_to_school,False,0.99
q2qjj9,2022-04-02,google,cpm,back_to_school,False,1.93
dl4jvd,2022-12-06,google,email,holiday_season,False,1.78
9b7hj2,2022-01-24,twitter,cpc,holiday_season,False,1.11
4oxaet,2022-02-13,twitter,cpc,back_to_school,False,0.36
hep2px,2022-06-13,google,email,summer_sale,False,1.7
oe3q6e,2022-10-26,facebook,cpc,summer_sale,False,0.4
v0hoy4,2022-04-23,facebook,cpm,holiday_season,True,0.76
rxvwhz,2022-01-18,google,cpc,back_to_school,True,1.21
hf8nxh,2022-02-13,google,cpm,holiday_season,False,0.63
18j5l8,2022-02-19,google,cpm,back_to_school,False,2.0
e54tl7,2022-02-19,facebook,cpm,summer_sale,False,2.5
xlrc3x,2022-12-29,google,cpc,holiday_season,False,1.08
7xp55c,2022-02-25,twitter,cpm,back_to_school,False,0.75
0duyy9,2022-11-22,google,cpc,holiday_season,False,0.76
kcmerf,2022-11-23,google,email,holiday_season,False,0.95
9x3ro5,2022-06-12,google,cpc,holiday_season,True,2.36
eydy4q,2022-06-29,twitter,cpc,back_to_school,False,0.13
pnzhnr,2022-05-23,twitter,cpm,holiday_season,False,2.25
c5bn6o,2022-04-15,facebook,email,summer_sale,False,0.21
gmy6o1,2022-01-09,google,email,summer_sale,False,1.76
xlcpzc,2022-05-20,google,cpm,back_to_school,False,0.45
dj5mmt,2022-05-06,facebook,cpc,back_to_school,False,0.7
qelz57,2022-03-18,twitter,email,back_to_school,False,0.81
ye4jy1,2022-01-18,twitter,email,back_to_school,False,1.88
o7rda7,2022-05-28,facebook,email,holiday_season,False,0.36
t7ivcf,2022-02-20,google,cpc,summer_sale,False,0.14
4oxtb5,2022-04-27,google,cpc,summer_sale,False,0.36
k9veza,2022-04-05,facebook,cpc,holiday_season,False,2.07
y4lr5b,2022-06-17,google,email,back_to_school,False,1.2
4xfeem,2022-04-13,twitter,cpc,holiday_season,False,0.57
i3d8fo,2022-07-28,twitter,cpc,back_to_school,False,1.88
dw8iol,2022-07-03,twitter,email,summer_sale,False,1.5
2jkjo8,2022-12-11,google,cpc,holiday_season,False,2.03
poikjz,2022-04-05,google,cpc,holiday_season,False,2.31
f3g7h0,2022-07-04,facebook,cpm,holiday_season,False,1.97
x104l8,2022-02-03,facebook,cpm,holiday_season,False,2.1
5x8qoh,2022-08-11,twitter,cpc,holiday_season,False,1.62
qje028,2022-10-29,twitter,email,back_to_school,False,1.97
v6oxhl,2022-07-05,twitter,cpc,back_to_school,False,0.08
69ef6u,2022-02-10,facebook,cpc,holiday_season,False,0.9
ao85hv,2022-11-23,google,email,summer_sale,False,0.02
x0lo2f,2022-10-20,facebook,email,summer_sale,True,0.81
m85dqs,2022-09-08,google,cpc,summer_sale,False,2.08
2tocfj,2022-12-30,twitter,email,summer_sale,False,1.6
1l15mu,2022-04-24,google,email,holiday_season,False,1.44
oscipj,2022-08-15,google,cpm,summer_sale,False,0.08
hl0exi,2022-12-12,google,email,back_to_school,False,0.11
kssqia,2022-10-06,twitter,cpc,holiday_season,False,1.76
623o0i,2022-05-08,google,cpc,back_to_school,False,2.19
4thynv,2022-02-24,facebook,email,holiday_season,False,2.5
0g0bql,2022-02-13,google,cpc,back_to_school,True,0.42
d5x7kq,2022-03-01,google,email,holiday_season,False,2.49
v8mpz2,2022-08-12,google,cpc,back_to_school,False,1.59
edyx1b,2022-04-16,twitter,cpc,back_to_school,False,0.08
zoqrwa,2022-08-10,google,cpc,holiday_season,False,0.57
wuxr8f,2022-01-05,facebook,cpc,summer_sale,False,2.26
kkjg3n,2022-04-27,google,cpc,summer_sale,False,2.05
xtejx5,2022-04-21,google,cpc,summer_sale,False,0.8
n1lfhd,2022-01-12,google,cpm,holiday_season,True,1.5
fbgpgt,2022-04-05,google,cpc,holiday_season,False,0.31
qxkzvm,2022-10-05,google,email,back_to_school,False,1.3
5blo7w,2022-01-10,google,email,back_to_school,True,0.81
9aoxr9,2022-12-30,twitter,cpm,holiday_season,False,1.29
bhpx57,2022-07-09,google,email,holiday_season,False,1.53
8spqrx,2022-06-05,facebook,cpm,summer_sale,False,0.91
t9i8cd,2022-10-03,twitter,cpm,back_to_school,False,0.87
gcwwzt,2022-04-09,google,cpm,summer_sale,True,0.52
96j0ov,2022-02-06,facebook,cpm,holiday_season,False,0.78
59qwxv,2022-08-13,twitter,cpc,back_to_school,False,2.24
g41hvk,2022-12-13,google,cpc,holiday_season,False,1.27
a7w655,2022-11-17,facebook,cpc,back_to_school,True,1.16
rtx71y,2022-06-01,google,email,summer_sale,False,1.02
k8us7i,2022-07-18,twitter,email,back_to_school,True,2.35
75livs,2022-01-20,facebook,cpc,summer_sale,False,1.14
7p2bo2,2022-09-12,twitter,cpc,holiday_season,False,2.37
uvjw0h,2022-04-18,google,cpc,holiday_season,False,2.2
c90n8f,2022-10-14,twitter,cpc,summer_sale,True,1.64
y0q7wt,2022-02-02,google,cpc,holiday_season,False,0.28
e3buy6,2022-11-14,twitter,email,summer_sale,False,1.24
ngibi5,2022-06-04,google,email,back_to_school,False,1.35
8pg37z,2022-11-11,google,email,holiday_season,True,1.08
nb5xav,2022-06-29,twitter,cpm,summer_sale,False,2.27
9zmd6d,2022-03-26,facebook,email,summer_sale,False,0.08
n8u0l1,2022-03-03,facebook,cpm,holiday_season,False,0.72
6qsv42,2022-11-12,facebook,email,holiday_season,False,2.49
4l991u,2022-08-10,google,cpc,back_to_school,False,0.65
7k2s3k,2022-04-13,google,cpc,summer_sale,False,0.43
4ns9lm,2022-07-15,google,cpm,summer_sale,False,1.71
ku3bfg,2022-01-05,google,cpm,back_to_school,True,0.56
9m1wih,2022-11-28,google,cpc,back_to_school,True,1.68
bdj9s7,2022-10-14,facebook,email,back_to_school,False,0.21
ywiaz1,2022-09-06,twitter,email,back_to_school,False,1.23
kqk4sy,2022-09-12,facebook,cpc,back_to_school,True,2.29
t38ehf,2022-05-11,twitter,email,back_to_school,False,1.47
rfycjv,2022-10-04,twitter,email,holiday_season,False,1.17
18e8sd,2022-11-16,google,cpc,summer_sale,True,1.69
a2d2ap,2022-10-15,facebook,cpc,holiday_season,False,1.32
f73f3i,2022-08-19,facebook,cpm,back_to_school,True,1.42
hx29qh,2022-10-21,facebook,cpm,holiday_season,True,0.29
w3psiu,2022-05-13,google,email,back_to_school,False,2.33
2012ak,2022-06-01,google,cpm,summer_sale,False,2.02
1yzx03,2022-03-18,twitter,email,holiday_season,False,2.15
pm9lhi,2022-09-16,twitter,cpc,summer_sale,True,0.67
tzbpee,2022-03-31,google,email,holiday_season,False,0.16
w6qy6t,2022-02-21,google,cpc,back_to_school,False,2.39
ulp5ce,2022-05-23,facebook,cpc,holiday_season,False,0.99
ngdy1q,2022-04-10,facebook,email,back_to_school,False,2.16
ww2886,2022-08-09,twitter,cpc,holiday_season,False,0.31
lzafvo,2022-03-31,facebook,cpc,back_to_school,False,1.73
yr7vhh,2022-01-16,twitter,cpc,holiday_season,False,1.2
scn9vr,2022-05-07,facebook,cpc,back_to_school,False,0.92
rqddjs,2022-04-24,facebook,cpm,back_to_school,False,0.84
thglql,2022-08-31,facebook,cpm,back_to_school,False,2.1
n8uar7,2022-12-05,twitter,email,summer_sale,False,2.25
cu0cw5,2022-07-24,facebook,email,back_to_school,False,2.25
f1q6s0,2022-12-18,facebook,cpc,back_to_school,False,2.17
q0d5jg,2022-09-19,twitter,cpm,holiday_season,False,0.25
mkekxe,2022-06-30,google,email,holiday_season,False,1.42
v0tz77,2022-05-25,google,cpc,summer_sale,False,0.46
ehyktr,2022-09-02,google,cpc,holiday_season,True,1.31
dy71wl,2022-08-28,twitter,cpc,summer_sale,False,1.87
tvuip3,2022-11-07,google,email,summer_sale,False,1.24
lxmy0p,2022-09-07,facebook,cpm,summer_sale,False,0.63
3z9lb1,2022-04-03,twitter,cpm,summer_sale,True,0.65
qsz0nq,2022-12-07,twitter,cpc,summer_sale,False,1.46
0r2adf,2022-07-09,facebook,cpc,back_to_school,False,0.56
h9katk,2022-02-23,facebook,cpc,summer_sale,False,0.01
kd71b6,2022-12-22,google,cpm,back_to_school,False,2.27
aa9sk6,2022-04-05,google,email,holiday_season,False,0.45
hrj3gz,2022-07-31,google,email,back_to_school,False,0.16
efr188,2022-12-12,facebook,cpc,holiday_season,True,0.93
brakaz,2022-07-03,twitter,cpc,holiday_season,False,2.07
rvdmf4,2022-05-10,google,cpc,summer_sale,False,2.12
pezg0v,2022-10-16,google,cpc,back_to_school,False,1.83
fq0vld,2022-04-02,facebook,email,summer_sale,False,1.79
bgfhdk,2022-03-04,facebook,cpc,back_to_school,False,1.52
g9cn4w,2022-05-18,facebook,email,holiday_season,False,0.61
1en5x0,2022-05-01,google,cpm,back_to_school,False,0.14
a9pqtn,2022-04-19,twitter,email,summer_sale,False,0.53
c030ch,2022-06-15,twitter,cpm,back_to_school,False,1.54
r247re,2022-01-16,google,cpc,back_to_school,False,1.53
ys38ai,2022-01-06,twitter,cpm,summer_sale,False,0.79
cuzgcd,2022-04-06,facebook,cpm,back_to_school,False,0.46
a2z8d8,2022-08-15,google,cpc,holiday_season,False,0.74
v1g4n9,2022-11-11,twitter,cpc,back_to_school,False,1.41
woth2n,2022-09-16,facebook,cpc,holiday_season,False,2.37
v6fz7j,2022-01-07,google,cpc,back_to_school,False,1.24
dryj8f,2022-02-16,twitter,email,summer_sale,False,1.82
ik503b,2022-04-26,google,cpm,holiday_season,True,0.4
mhp38u,2022-04-06,google,cpc,holiday_season,False,1.54
qvy97c,2022-01-08,twitter,cpc,summer_sale,False,1.64
gh1qwe,2022-08-26,twitter,cpc,holiday_season,False,1.86
jx9050,2022-10-11,twitter,cpc,back_to_school,False,0.81
pipmv7,2022-10-14,google,cpc,summer_sale,False,2.5
bwbimi,2022-09-10,google,cpm,summer_sale,False,2.18
qq4qc3,2022-08-18,twitter,cpc,back_to_school,False,2.17
171yet,2022-04-24,twitter,email,holiday_season,False,0.47
jfpwgb,2022-11-23,google,cpc,back_to_school,False,0.65
urfwad,2022-04-01,google,email,holiday_season,True,0.43
z0qi64,2022-05-28,google,cpc,holiday_season,False,1.84
73frdv,2022-02-13,twitter,cpc,back_to_school,False,1.14
gsrbpw,2022-01-20,twitter,cpc,back_to_school,False,0.65
a5x3r4,2022-04-10,google,cpc,holiday_season,False,1.97
3wvcsf,2022-11-01,twitter,cpc,summer_sale,False,0.81
kbm9io,2022-11-14,google,cpm,summer_sale,False,1.04
gs9lcn,2022-05-30,google,email,back_to_school,False,1.67
a5s7yu,2022-09-25,twitter,cpc,holiday_season,False,2.39
e2rlm5,2022-10-26,facebook,cpc,holiday_season,True,0.1
h7zg6x,2022-09-23,twitter,cpm,back_to_school,False,0.38
09gmqu,2022-03-20,twitter,cpc,back_to_school,False,1.55
q5jxqs,2022-02-13,facebook,cpc,holiday_season,False,1.43
ghugr5,2022-04-22,twitter,cpm,summer_sale,False,2.06
wciw4d,2022-11-11,google,email,holiday_season,False,1.63
iovnki,2022-04-06,google,cpc,summer_sale,False,1.72
vfg2h9,2022-08-04,facebook,cpm,holiday_season,False,0.75
ssi90f,2022-01-01,facebook,cpm,summer_sale,False,1.24
4r85um,2022-06-14,twitter,email,summer_sale,True,0.6
x1vi93,2022-06-17,google,email,holiday_season,False,0.28
qbpdr9,2022-12-28,twitter,cpc,holiday_season,True,1.62
0yaj0h,2022-01-22,google,email,summer_sale,False,1.95
yw651s,2022-08-12,twitter,email,back_to_school,True,2.07
dohza0,2022-11-05,facebook,email,summer_sale,False,1.86
tf0kvp,2022-11-11,facebook,cpc,summer_sale,False,0.99
hlxecl,2022-10-22,google,cpc,back_to_school,False,1.14
tg6qmi,2022-01-22,twitter,cpm,summer_sale,False,0.37
cgeuzw,2022-04-30,facebook,email,back_to_school,True,1.8
wguysb,2022-06-28,google,cpm,summer_sale,False,1.36
m9euhl,2022-10-30,facebook,email,holiday_season,False,1.44
ce0bol,2022-01-05,facebook,cpm,back_to_school,False,1.16
4qikjx,2022-01-31,twitter,cpc,back_to_school,False,1.76
x1xcx1,2022-01-16,google,cpc,holiday_season,False,2.19
e9aoqg,2022-09-20,twitter,cpc,summer_sale,False,0.9
m73as6,2022-06-09,twitter,cpm,summer_sale,False,0.51
tzn68y,2022-07-04,twitter,email,holiday_season,False,2.14
5nexi4,2022-02-23,twitter,cpc,holiday_season,False,0.18
7utjwo,2022-02-19,twitter,cpc,summer_sale,False,0.98
g4wp0j,2022-06-02,google,cpm,back_to_school,False,0.57
a7vhy2,2022-07-14,google,cpc,back_to_school,False,1.89
fofdlr,2022-11-04,twitter,cpm,holiday_season,True,0.02
uykezx,2022-04-14,facebook,cpm,summer_sale,False,2.4
g6k6vr,2022-07-01,facebook,cpm,summer_sale,False,0.81
yj3r7d,2022-03-05,facebook,cpm,summer_sale,False,0.35
3wrjjf,2022-09-14,google,cpc,summer_sale,False,1.06
iftizd,2022-12-19,google,email,back_to_school,False,2.32
l83urx,2022-07-20,facebook,cpm,summer_sale,False,0.87
xkvxoa,2022-10-16,facebook,cpc,holiday_season,False,0.23
pjmo6t,2022-02-17,google,cpc,back_to_school,False,0.83
070luu,2022-11-02,facebook,cpc,back_to_school,False,1.91
knzt2q,2022-02-22,google,cpm,back_to_school,True,2.35
q3uy48,2022-10-17,twitter,cpc,back_to_school,False,2.2
ql1zum,2022-07-07,google,cpc,back_to_school,False,2.48
e7qyzu,2022-01-15,twitter,cpm,holiday_season,False,0.48
ck4hxp,2022-09-04,twitter,cpm,summer_sale,False,1.17
6xbrm1,2022-08-11,google,cpm,back_to_school,False,0.1
jjyxlm,2022-05-06,facebook,email,back_to_school,False,0.53
tfanw7,2022-05-11,google,cpm,summer_sale,False,0.85
ran6dg,2022-07-07,google,cpc,back_to_school,False,0.4
j27lz9,2022-04-23,google,email,back_to_school,True,0.1
a219mb,2022-05-01,facebook,cpc,summer_sale,False,0.73
tr11es,2022-08-07,google,cpm,holiday_season,False,0.17
u057nb,2022-10-16,facebook,cpc,back_to_school,False,1.66
22iuuz,2022-01-25,twitter,cpc,summer_sale,False,0.82
u6yss9,2022-12-17,google,cpm,summer_sale,False,2.0
r1vqpj,2022-02-16,google,cpm,back_to_school,True,1.42
gaig3x,2022-08-25,facebook,email,back_to_school,False,0.06
a2whrr,2022-10-08,twitter,cpc,summer_sale,False,0.49
cljboc,2022-08-07,facebook,email,holiday_season,False,1.68
bb8lpo,2022-06-09,google,email,summer_sale,False,0.62
184cko,2022-12-31,facebook,cpc,summer_sale,False,0.29
n0z9y1,2022-06-23,facebook,cpc,summer_sale,False,2.14
ftz8ni,2022-10-24,google,cpc,summer_sale,False,0.61
nlbt51,2022-07-21,facebook,email,holiday_season,False,1.25
0u4x44,2022-11-15,google,cpm,summer_sale,False,1.34
b2e9b8,2022-06-04,twitter,cpm,holiday_season,False,2.15
54sk23,2022-03-01,google,cpc,holiday_season,False,0.87
nig7dk,2022-09-17,google,cpc,holiday_season,False,1.31
cb2ruu,2022-01-25,facebook,email,back_to_school,True,0.24
