kraj,okres,obec,cintorín,národnosť,dôvodÚmrtia,dátumÚmrtia,početHrobov,početPochovaných,GPS
Nitriansky,Zlaté Moravce,Jedlové Kostolany,obecný,"domáci
",-,-,2,2,48.478413 18.502577
Banskobystrický,Zvolen,Babiná,obecný,"neznámy
","zastrelený v boji
","6/1919
",1,1,48.433874 19.076514
Banskobystrický,Zvolen,Detva,obecný,"domáci
","1 v dôsledku zranenia
","6/1919
",7,7,48.560278 19.419167
Banskobystrický,Zvolen,Dobrá Niva,obecný,"3 čs.
7 neznámi
","padli v boji
","6/1919
",1,10,48.472535 19.078826
Banskobystrický,Zvolen,Hriňová,obecný,"1 domáci
2 tal.
",-,-,3,3,48.57646 19.525865
Banskobystrický,Zvolen,Hronská Breznica,-,-,"padli v boji
","6/1919
",1,2,48.5529 18.997417
Banskobystrický,Zvolen,Kováčová,evanjelický,"domáci
",-,-,2,2,48.606315 19.08834
Banskobystrický,Zvolen,Očová,obecný,"7 domáci
2 čes.
","padli v boji s maď.
","6/1919
",9,9,48.608717 19.306033
Banskobystrický,Zvolen,Ostrá Lúka,obecný,"1 čes.
1 maď.
","padol v boji
padol v boji
","6/1919
6/1919
",1,2,48.54118 19.051545
Banskobystrický,Zvolen,Pliešovce,evanjelický obecný,"domáci
",-,-,1,1,48.436962 19.189872
Banskobystrický,Zvolen,Podzámčok,obecný,"neznámy
","padol
","6/1919
",1,1,48.513814 19.114867
Banskobystrický,Zvolen,Sása,evanjelický obecný,"čes.
","padol v boji pri obci
","6/1919
",1,1,48.450481 19.149184
Banskobystrický,Zvolen,Sielnica,obecný,"1 domáci
1 nezn. boľš.
1 rak.
","padol v boji padol v boji
","6/1919
6/1919
",3,3,48.653424 19.079479
Banskobystrický,Zvolen,Tŕnie Budička,obecný,"neznámy
","padol
","6/1919
",1,1,48.142748 17.949402
Banskobystrický,Zvolen,Veľká Lúka,obecný,"neznámi
","padli
","6/1919
",1,1,48.63027 19.168529
Banskobystrický,Zvolen,Víglaš,spoločný,"2 čes.
1 slov
","2 Česi padli
","6/1919
",3,3,48.545556 19.307664
Banskobystrický,Zvolen,Víglašská Huta Kalinka,evanjelický,"domáci
",-,-,1,1,48.486855 19.273979
Banskobystrický,Zvolen,Zvolen,spoločný obecný,"5 čs.
1 nem.
2 maď.
18 nez.
","asi padli
","6/1919
",21,21,48.575833 19.125556
Banskobystrický,Zvolen,Zvolen,židovský,"domáci
",-,-,2,2,48.575833 19.125556
Banskobystrický,Zvolen,Zvolenská Slatina,spoločný obecný,"5 domáci
1 čes.
1 neznámy
",-,"1919
",7,7,48.634722 19.009481
Nitriansky,Želiezovce,Dolný Várad,katolícky obecný,"3 domáci
4 maď.
1 neznámy
","2 padli v boji padli v boji padol v boji
","6/1919
6/1919
6/1919
",5,5,49.04051 18.9625
Nitriansky,Želiezovce,Dolný Várad,reformovaný obecný,"nezn. boľš.
","padli
","6/1919
",1,1,49.04051 18.9625
Nitriansky,Želiezovce,Horný Fedvereš,obecný,"rum.
",-,-,1,1,48.15542 17.95846
Nitriansky,Želiezovce,Malé Ludince,evanjelický obecný,"domáci
",-,-,2,2,47.983389 18.701155
Nitriansky,Želiezovce,Oroska,obecný,"3 domáci
1 tal.
1 rum.
1 nez.
3 juh.
",-,-,8,8,48.745122 17.302892
Nitriansky,Želiezovce,Pastovce,spoločný obecný,"5 domáci
2 čes.
1 neznámy
",-,-,8,8,47.96596 18.7447
Nitriansky,Želiezovce,Sakaloš,katolícky obecný,"1 čs.
2 maď.
","v boji proti maď. boľ.
v boji s čs. armádou
","5/1919
5/1919
",1,3,48.017801 18.803362
Nitriansky,Želiezovce,Sakaloš,židovský obecný,"čes.
","v boji proti maď. boľ.
","5/1919
",1,3,48.017801 18.803362
Nitriansky,Želiezovce,Setich,katolícky obecný,"1 čes.
1 neznámy
","utopil sa
padol v boji s maď.
","1919
5/1919
",2,2,48.708308 20.794759
Nitriansky,Želiezovce,Tekovské Šarluhy,reformovaný obecný,"1 domáci
7 maď.
6 neznámi
","zastrelení pri vpáde zastrelení pri vpáde
","6/1919
6/1919
",1,14,48.38488 18.61699
Nitriansky,Želiezovce,Tekovské Šarlušky,katolícky,"neznámy
",-,-,1,1,48.38488 18.61699
Nitriansky,Želiezovce,Tekovské Šarlušky,židovský,"7 maď. boľ.
3 neznámi
","zastrelení
zastrelení
","6/1919
6/1919
",10,10,48.38488 18.61699
Nitriansky,Želiezovce,Veľký Pesek,spoločný obecný,"domáci
",-,-,2,2,48.840324 21.030912
Nitriansky,Želiezovce,Zalaba,spoločný obecný,"domáci
",-,-,1,1,47.961388 18.702378
Nitriansky,Želiezovce,Želiezovce,obecný,"5 čs.
1 rum.
1 maď.
","padol ako boľ. v boji
","6/1919
",7,7,48.049226 18.658355
Žilinský,Žilina,Bitarová,obecný,"domáci
",-,-,1,1,49.208468 18.666846
Žilinský,Žilina,Budatín,obecný,"domáci
",-,-,2,2,49.23531 18.73779
Žilinský,Žilina,Divina,katolícky obecný,"domáci
",-,-,2,2,49.302375 18.685791
Žilinský,Žilina,Chlumec nad Váhom,obecný,"domáci
",-,-,2,2,48.72125 17.89232
Žilinský,Žilina,Lalinek,katolícky obecný,"domáci
",-,-,4,4,49.26457 18.70911
Žilinský,Žilina,Nezbudská Lúčka,katolícky obecný,"neznámy
",-,"1919
",1,1,49.169917 18.925301
Žilinský,Žilina,Ovčiarsko,obecný,"domáci
",-,-,1,1,49.223584 18.666772
Žilinský,Žilina,Rajec,katolícky obecný,"domáci
",-,-,2,2,49.088626 18.635221
Žilinský,Žilina,Svederník,obecný,"domáci
",-,-,1,1,49.271675 18.650592
Žilinský,Žilina,Teplička nad Váhom,katolícky obecný,"tal.
",-,-,1,1,49.228025 18.797215
Žilinský,Žilina,Varín,židovský,"domáci
",-,-,1,1,49.206374 18.863408
Žilinský,Žilina,Závodie,obecný,"domáci
",-,-,2,2,49.21553 18.72305
Žilinský,Žilina,Žilina,nový civilný obecný,"3 čs.
18 neznámi
",-,-,21,21,49.220833 18.740556
Žilinský,Žilina,Žilina,starý civilný obecný,"3 čs.
1 rum.
3 maď.
2 neznámi
",-,-,1,9,49.220833 18.740556
Žilinský,Žilina,Žilina,židovský,"4 čs.
1 tal.
3 maď.
3 rum.
6 poľ.
2 juh.
2 neznámi
",-,-,21,21,49.220833 18.740556
Žilinský,Žilina,Žilina,vojenský,"225 čs.
14 tal.
158 maď.
13 nem.
71 poľ.
47 rak.
200 rum.
246 rus.
82 juh.
145 neznámi
",-,-,1201,1201,49.220833 18.740556
